,id,created_at,updated_at,timestamp,sensor_id,sensor_value,isanalyzed,count,time_since_boot,status_bin
479,4755993,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:00.736821+00,45574,0,t,12159,-427224122,1111110011111111
480,4755998,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:01.706923+00,45573,1,t,12160,-427223152,1111110111111111
481,4756002,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:06.049183+00,45574,1,t,12161,-427218809,1111111111111111
482,4756010,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:17.718851+00,45571,0,t,12162,-427207140,1111111110111111
483,4756013,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:22.073218+00,45572,0,t,12163,-427202785,1111111100111111
484,4756014,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:23.275451+00,45571,1,t,12164,-427201583,1111111101111111
485,4756046,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:37.126954+00,45601,0,t,3706,-1720495470,1111111111011111
486,4756083,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:47.298082+00,45601,1,t,3707,-1720485299,1111111111111111
487,4756096,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:42:57.19043+00,45572,1,t,12165,-427167668,1111111111111111
488,4756108,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:43:29.114973+00,45601,0,t,3708,-1720443482,1111111111011111
489,4756110,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:43:39.267989+00,45601,1,t,3709,-1720433329,1111111111111111
490,4756196,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:19.863816+00,45598,0,t,3710,-1720332733,1111111111111011
491,4756199,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:32.199178+00,45598,1,t,3711,-1720320398,1111111111111111
492,4756211,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:37.624616+00,45600,0,t,3712,-1720314972,1111111111101111
493,4756224,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:45:58.322909+00,45568,0,t,12166,-426986536,1111111111110111
494,4756226,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:02.680307+00,45567,0,t,12167,-426982179,1111111111110011
495,4756227,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:03.703344+00,45568,1,t,12168,-426981156,1111111111111011
496,4756240,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:13.391305+00,45567,1,t,12169,-426971468,1111111111111111
497,4756270,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:23.399467+00,45600,1,t,3713,-1720269197,1111111111111111
498,4756325,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:41.217336+00,45598,0,t,3714,-1720251380,1111111111111011
499,4756330,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:50.06282+00,45570,0,t,12170,-426934796,1111111111011111
500,4756338,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:46:54.392116+00,45569,0,t,12171,-426930467,1111111111001111
501,4756349,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:00.741465+00,45570,1,t,12172,-426924118,1111111111101111
502,4756360,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:05.286147+00,45569,1,t,12173,-426919573,1111111111111111
503,4756398,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:29.349586+00,45600,0,t,3715,-1720203247,1111111111101011
504,4756433,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:49.719905+00,45600,1,t,3716,-1720182877,1111111111111011
505,4756435,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:47:56.091313+00,11-0,0,t,3717,-1720176506,1111111111111010
506,4756446,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:14.673635+00,45574,0,t,12174,-426850186,1111110111111111
507,4756447,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:19.031967+00,45573,0,t,12175,-426845827,1111110011111111
508,4756448,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:20.180135+00,45574,1,t,12176,-426844679,1111111011111111
509,4756452,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:30.017053+00,45573,1,t,12177,-426834842,1111111111111111
510,4756453,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:35.307619+00,11-0,1,t,3718,-1720137290,1111111111111011
511,4756456,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:48:58.35828+00,45572,0,t,12178,-426806501,1111111101111111
512,4756457,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:02.738815+00,45571,0,t,12179,-426802121,1111111100111111
513,4756458,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:03.87198+00,45572,1,t,12180,-426800987,1111111110111111
514,4756469,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:14.182346+00,45571,1,t,12181,-426790677,1111111111111111
515,4756550,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:42.837024+00,45569,0,t,12182,-426762022,1111111111101111
516,4756552,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:45.220415+00,45567,0,t,12183,-426759639,1111111111101011
517,4756554,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:47.161365+00,45570,0,t,12184,-426757698,1111111111001011
518,4756555,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:48.136378+00,45569,1,t,12185,-426756723,1111111111011011
519,4756556,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:49.58878+00,45568,0,t,12186,-426755271,1111111111010011
520,4756557,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:49:52.459695+00,45570,1,t,12187,-426752400,1111111111110011
521,4756566,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:50:21.830251+00,45597,0,t,3719,-1720030767,1111111111111001
522,4756571,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:50:32.06554+00,45597,1,t,3720,-1720020532,1111111111111011
523,4756574,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:50:36.490773+00,45567,1,t,12188,-426708369,1111111111110111
524,4756576,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:50:41.005511+00,45568,1,t,12189,-426703854,1111111111111111
525,4756595,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:14.485+00,45601,0,t,3721,-1719978112,1111111111011011
526,4756607,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:24.656244+00,45601,1,t,3722,-1719967941,1111111111111011
527,4756608,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:26.469013+00,45598,1,t,3723,-1719966128,1111111111111111
528,4756662,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:51.695139+00,45570,0,t,12190,-426633165,1111111111011111
529,4756677,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:51:56.034464+00,45569,0,t,12191,-426628825,1111111111001111
530,4756678,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:52:02.333864+00,45570,1,t,12192,-426622526,1111111111101111
531,4756688,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:52:06.830376+00,45569,1,t,12193,-426618029,1111111111111111
532,4756777,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:23.028554+00,45571,0,t,12194,-426541831,1111111110111111
533,4756779,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:27.397057+00,45572,0,t,12195,-426537463,1111111100111111
534,4756780,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:28.366111+00,45571,1,t,12196,-426536494,1111111101111111
535,4756781,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:32.724397+00,45572,1,t,12197,-426532136,1111111111111111
536,4756783,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:38.216969+00,45573,0,t,12198,-426526643,1111111011111111
537,4756784,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:42.533277+00,45574,0,t,12199,-426522327,1111110011111111
538,4756785,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:53:43.689473+00,45573,1,t,12200,-426521171,1111110111111111
539,4756786,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:01.5702+00,45597,0,t,3724,-1719811027,1111111111111101
540,4756795,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:11.762451+00,45597,1,t,3725,-1719800835,1111111111111111
541,4756811,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:18.747577+00,45574,1,t,12201,-426486113,1111111111111111
542,4756870,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:49.669501+00,45601,0,t,3726,-1719762928,1111111111011111
543,4756878,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:54:59.820579+00,45601,1,t,3727,-1719752777,1111111111111111
544,4756925,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:55:37.028944+00,11-0,0,t,3728,-1719715569,1111111111111110
545,4756960,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:55:50.789688+00,11-0,1,t,3729,-1719701808,1111111111111111
546,4756962,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:09.573379+00,45600,0,t,3730,-1719683024,1111111111101111
547,4756963,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:14.47753+00,45570,0,t,12202,-426370383,1111111111011111
548,4756964,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:17.056886+00,45598,0,t,3731,-1719675541,1111111111101011
549,4756965,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:18.814939+00,45569,0,t,12203,-426366046,1111111111001111
550,4756966,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:19.932046+00,45570,1,t,12204,-426364928,1111111111101111
551,4756967,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:29.505703+00,45569,1,t,12205,-426355355,1111111111111111
552,4756969,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:56:38.813901+00,45600,1,t,3732,-1719653784,1111111111111011
553,4756977,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:06.502695+00,45568,0,t,12206,-426318358,1111111111110111
554,4756978,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:10.86111+00,45567,0,t,12207,-426313999,1111111111110011
555,4756995,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:17.144371+00,45568,1,t,12208,-426307716,1111111111111011
556,4757005,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:21.057074+00,11-0,0,t,3733,-1719611541,1111111111111010
557,4757006,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:21.696899+00,45567,1,t,12209,-426303164,1111111111111111
558,4757039,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:30.254287+00,45598,1,t,3734,-1719602344,1111111111111110
559,4757056,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:54.654906+00,45572,0,t,12210,-426270206,1111111101111111
560,4757057,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:57:58.993272+00,45571,0,t,12211,-426265867,1111111100111111
561,4757058,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:00.144412+00,45572,1,t,12212,-426264716,1111111110111111
562,4757061,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:10.395738+00,45571,1,t,12213,-426254465,1111111111111111
563,4757063,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:15.952045+00,11-0,1,t,3735,-1719556646,1111111111111111
564,4757064,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:16.8399+00,45600,0,t,3736,-1719555758,1111111111101111
565,4757066,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:27.618992+00,45569,0,t,12214,-426237242,1111111111101111
566,4757075,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:31.96242+00,45570,0,t,12215,-426232898,1111111111001111
567,4757076,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:32.991412+00,45569,1,t,12216,-426231869,1111111111011111
568,4757078,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:38.089602+00,45574,0,t,12217,-426226771,1111110111011111
569,4757081,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:42.483879+00,45573,0,t,12218,-426222377,1111110011011111
570,4757082,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:43.488971+00,45574,1,t,12219,-426221372,1111111011011111
571,4757103,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:53.561093+00,45570,1,t,12220,-426211300,1111111011111111
572,4757104,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:58:53.607109+00,45573,1,t,12221,-426211254,1111111111111111
573,4757153,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:24.691848+00,45599,0,t,3737,-1719487906,1111111111100111
574,4757161,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:33.91016+00,45600,1,t,3738,-1719478688,1111111111110111
575,4757162,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:34.96021+00,45599,1,t,3739,-1719477638,1111111111111111
576,4757176,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-15 23:59:58.625207+00,45567,0,t,12222,-426146236,1111111111111011
577,4757177,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:00.678295+00,45570,0,t,12223,-426144183,1111111111011011
578,4757178,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:02.992591+00,45568,0,t,12224,-426141868,1111111111010011
579,4757179,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:05.042683+00,45569,0,t,12225,-426139818,1111111111000011
580,4757180,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:06.211835+00,45570,1,t,12226,-426138649,1111111111100011
581,4757185,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:10.487129+00,45567,1,t,12227,-426134374,1111111111100111
582,4757194,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:14.983175+00,45568,1,t,12228,-426129877,1111111111101111
583,4757199,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:16.043281+00,45569,1,t,12229,-426128817,1111111111111111
584,4757228,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:45.317641+00,45597,0,t,3740,-1719407280,1111111111111101
585,4757235,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:00:55.498805+00,45597,1,t,3741,-1719397099,1111111111111111
586,4757558,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:24.158433+00,45573,0,t,12230,-425880703,1111111011111111
587,4757560,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:26.77504+00,45571,0,t,12231,-425878086,1111111010111111
588,4757561,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:28.513818+00,45574,0,t,12232,-425876348,1111110010111111
589,4757564,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:31.107393+00,45572,0,t,12233,-425873754,1111110000111111
590,4757567,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:32.201624+00,45571,1,t,12234,-425872660,1111110001111111
591,4757568,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:32.399797+00,45573,1,t,12235,-425872462,1111110101111111
592,4757569,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:04:36.937255+00,45574,1,t,12236,-425867924,1111111101111111
593,4757590,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:06.601253+00,45599,0,t,3742,-1719145997,1111111111110111
594,4757600,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:11.753519+00,11-0,0,t,3743,-1719140845,1111111111110110
595,4757615,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:16.93363+00,45599,1,t,3744,-1719135665,1111111111111110
596,4757654,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:25.357835+00,45572,1,t,12237,-425819504,1111111111111111
597,4757676,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:05:54.008726+00,45597,0,t,3745,-1719098590,1111111111111100
598,4757709,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:04.16088+00,45597,1,t,3746,-1719088438,1111111111111110
599,4757710,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:04.27307+00,11-0,1,t,3747,-1719088326,1111111111111111
600,4757749,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:23.205917+00,45598,0,t,3748,-1719069393,1111111111111011
601,4757763,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:28.842443+00,45568,0,t,12238,-425756019,1111111111110111
602,4757772,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:33.214746+00,45567,0,t,12239,-425751647,1111111111110011
603,4757806,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:39.530216+00,45568,1,t,12240,-425745332,1111111111111011
604,4757815,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:44.123721+00,45567,1,t,12241,-425740738,1111111111111111
605,4757817,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:06:52.587364+00,45598,1,t,3749,-1719040011,1111111111111111
606,4757836,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:07:16.158892+00,45574,0,t,12242,-425708703,1111110111111111
607,4757844,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:07:20.546337+00,45573,0,t,12243,-425704316,1111110011111111
608,4757845,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:07:21.609299+00,45574,1,t,12244,-425703253,1111111011111111
609,4757846,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:07:31.872609+00,45573,1,t,12245,-425692989,1111111111111111
610,4758090,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:11:09.954175+00,45600,0,t,3750,-1718782645,1111111111101111
611,4758131,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:11:29.029173+00,45600,1,t,3751,-1718763570,1111111111111111
612,4758192,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:11:56.760084+00,45568,0,t,12246,-425428102,1111111111110111
613,4758194,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:12:01.176524+00,45567,0,t,12247,-425423686,1111111111110011
614,4758196,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:12:02.284804+00,45568,1,t,12248,-425422578,1111111111111011
615,4758220,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:12:12.239667+00,45567,1,t,12249,-425412623,1111111111111111
616,4758306,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:12:37.24846+00,45573,0,t,12250,-425387617,1111111011111111
617,4758312,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:12:41.021535+00,45569,0,t,12251,-425383841,1111111011101111
618,4758313,2024-10-11 08:20:02.146178+00,2024-10-11 07:41:47.886216+00,2024-10-16 00:12:41.595145+00,45574,0,t,12252,-425383268,1111110011101111
